fio,admission_year,study_form,ct_score,certificate_score,total_score,specialty,address,phone
Попова Анжелика Сергеевна,2022,Целевая,42,5.2,94.0,Юриспруденция,"с. Губкин, пер. Сплавный, д. 543 стр. 2/5, 611465",+7 127 096 55 42
Петрова Ксения Геннадиевна,2025,Целевая,30,8.1,111.0,Строительство,"ст. Быково (метеост.), пер. Энгельса, д. 979 стр. 2/1, 190323",82763755289
Вероника Юрьевна Калашникова,2022,Бюджет,18,9.3,111.0,Медицина,"к. Кондопога, ул. Ульянова, д. 2/8 стр. 3/3, 525201",8 (656) 963-4087
Клавдия Руслановна Тимофеева,2022,Бюджет,40,7.3,113.0,Менеджмент,"с. Гремячинск (Перм.), наб. Станционная, д. 1/3, 455364",8 385 959 1129
Авдей Тихонович Веселов,2023,Бюджет,41,8.3,124.0,Менеджмент,"п. Нефтекамск, алл. Моховая, д. 11 стр. 79, 967940",8 (416) 052-1282
Белов Борис Терентьевич,2022,Бюджет,30,8.9,119.0,Экономика,"клх Тула, пр. Комарова, д. 8, 411970",+7 (041) 089-3602
Зоя Семеновна Сазонова,2025,Платная,53,8.2,135.0,Журналистика,"клх Сорочинск, пр. Казанский, д. 8/2, 173162",8 (826) 860-0543
Туров Руслан Жанович,2023,Платная,59,7.7,136.0,Психология,"с. Сибай, пер. Культуры, д. 55 к. 4/8, 431819",8 (587) 361-4700
Мишин Ефим Алексеевич,2024,Бюджет,61,8.3,144.0,Медицина,"д. Асино, ул. Зеленая, д. 5 стр. 9, 385145",+71141107652
Евгений Виленович Мухин,2024,Целевая,55,8.6,141.0,Дизайн,"д. Верхнее Пенжино, пр. Серафимовича, д. 2 стр. 618, 769314",8 727 525 9311
Шестаков Аггей Юльевич,2025,Бюджет,53,8.9,142.0,Дизайн,"ст. Певек, ш. Тюленина, д. 4 к. 9, 191946",8 (056) 219-12-90
Кулакова Иванна Валентиновна,2021,Целевая,72,6.9,141.0,Экономика,"ст. Ершов, пер. Крупской, д. 73 стр. 8/2, 729377",8 185 988 24 71
Галактион Дмитриевич Владимиров,2022,Бюджет,26,5.0,76.0,Психология,"с. Внуково (метеост.), алл. Володарского, д. 75 к. 1, 393249",8 (607) 282-37-82
Фотий Игнатович Брагин,2021,Платная,31,8.4,115.0,Информатика и вычислительная техника,"п. Сасово, наб. Курортная, д. 4 к. 7/2, 905956",8 159 329 3396
Алла Ефимовна Максимова,2021,Целевая,67,7.1,138.0,Экономика,"ст. Ревда (Сверд.), бул. Локомотивный, д. 872, 632059",8 786 623 1216
Агафья Станиславовна Павлова,2023,Бюджет,69,8.8,157.0,Медицина,"д. Ступино, пер. Целинный, д. 8 к. 8, 285613",+7 021 362 23 97
Спиридон Анисимович Русаков,2025,Бюджет,50,8.3,133.0,Лингвистика,"с. Ноглики, пр. Крупской, д. 85 к. 553, 351984",+7 336 887 97 48
Георгий Феоктистович Павлов,2023,Платная,38,6.8,106.0,Строительство,"д. Кисловодск, наб. Пролетарская, д. 8/3 к. 34, 760246",+7 337 519 39 10
Гусев Евграф Архипович,2024,Целевая,74,9.5,169.0,Информатика и вычислительная техника,"д. Саров (Морд.), бул. Вавилова, д. 63 стр. 18, 111751",+7 (674) 400-8288
Евгения Романовна Панфилова,2025,Бюджет,63,8.3,146.0,Менеджмент,"г. Дмитров, ул. Труда, д. 22 к. 6, 235100",+7 981 247 51 20
Ольга Захаровна Карпова,2022,Бюджет,65,7.4,139.0,Журналистика,"клх Кижи, пр. Ангарский, д. 324, 380358",86912385384
Нестор Матвеевич Гусев,2023,Платная,23,9.6,119.0,Медицина,"с. Тосно, алл. Космическая, д. 6, 986147",+7 (482) 182-9634
Евсеева Тамара Станиславовна,2025,Платная,69,5.6,125.0,Менеджмент,"д. Курган, ул. Калужская, д. 68, 881133",+7 091 737 84 44
Рябов Лаврентий Вилорович,2022,Платная,43,8.2,125.0,Дизайн,"г. Домодедово, алл. Родниковая, д. 295, 874296",+7 (677) 812-9222
Дарья Сергеевна Логинова,2025,Бюджет,51,8.4,135.0,Строительство,"д. Арзамас, ш. Королева, д. 71 стр. 6/5, 211702",+7 769 732 22 87
Анисимова Клавдия Оскаровна,2024,Бюджет,67,7.8,145.0,Дизайн,"г. Ейск, наб. Максима Горького, д. 250 стр. 2, 751534",+7 167 278 8017
Глафира Олеговна Мишина,2022,Бюджет,78,6.8,146.0,Журналистика,"д. Моздок, пр. Тупиковый, д. 5 стр. 619, 325329",8 (349) 208-40-68
Анжелика Васильевна Лапина,2021,Бюджет,45,6.9,114.0,Юриспруденция,"д. Шуя, бул. Восточный, д. 2, 405993",+7 (021) 761-2047
Рожкова Маргарита Руслановна,2024,Бюджет,40,5.0,90.0,Лингвистика,"с. Нефтеюганск, бул. Куйбышева, д. 8/3 стр. 530, 196530",84858872124
Евфросиния Васильевна Шарова,2022,Бюджет,51,8.3,134.0,Менеджмент,"к. Курган, ш. Вольное, д. 450 стр. 8/1, 981516",+7 (460) 090-91-94
Белякова Ангелина Вадимовна,2024,Целевая,51,7.2,123.0,Лингвистика,"к. Ульяновск, алл. Слободская, д. 8 стр. 5/7, 678658",+74107343088
Петр Давыдович Мамонтов,2025,Целевая,44,9.5,139.0,Психология,"клх Агата, наб. Бажова, д. 960, 160083",+79087713421
Ковалева Анна Тарасовна,2021,Бюджет,42,7.2,114.0,Строительство,"ст. Каспийск, ул. Ломоносова, д. 9 стр. 1/4, 018675",+7 (970) 614-92-73
Синклитикия Оскаровна Сидорова,2021,Бюджет,38,7.2,110.0,Информатика и вычислительная техника,"ст. Петухово, ул. Севастопольская, д. 2/2, 782416",+79145489359
Доронин Капитон Артемьевич,2024,Бюджет,62,5.3,115.0,Юриспруденция,"д. Усть-Кулом, наб. Южная, д. 4/1 к. 1, 736345",+7 (307) 440-6065
Потап Богданович Куликов,2021,Целевая,17,9.2,109.0,Лингвистика,"клх Ейск, пер. Механизаторов, д. 985, 135861",+7 649 606 45 70
Елизавета Анатольевна Полякова,2022,Бюджет,51,8.0,131.0,Информатика и вычислительная техника,"к. Тарко-Сале, пер. Белорусский, д. 1/6 стр. 22, 626487",8 (816) 076-42-16
Ратмир Димитриевич Степанов,2024,Бюджет,51,8.1,132.0,Менеджмент,"клх Заводоуковск, наб. Дальневосточная, д. 3/8 к. 25, 791381",8 (356) 847-0530
Максимов Василий Бориславович,2023,Платная,48,6.3,111.0,Психология,"к. Тюмень, ш. Ручейное, д. 490 к. 26, 663272",+7 079 827 69 77
Кондрат Арсеньевич Петухов,2023,Бюджет,34,7.8,112.0,Информатика и вычислительная техника,"ст. Вытегра, ш. Космодемьянской, д. 982 к. 33, 164962",8 251 548 20 17
Трофим Адрианович Захаров,2025,Бюджет,39,7.1,110.0,Менеджмент,"г. Эльбрус, ул. Чайкиной, д. 36, 232370",+7 855 692 3130
Никифор Терентьевич Носков,2025,Платная,78,8.0,158.0,Информатика и вычислительная техника,"с. Ачхой Мартан, пер. Вишневый, д. 4, 611973",+7 (692) 256-61-03
Кузнецова Евпраксия Евгеньевна,2021,Бюджет,73,7.4,147.0,Дизайн,"с. Нязепетровск, пер. Пугачева, д. 159 к. 6/9, 694203",+7 (879) 652-2583
Фомин Аскольд Аксёнович,2024,Целевая,72,7.3,145.0,Менеджмент,"ст. Псков, пр. Попова, д. 71 к. 39, 260802",+75092652608
Потап Евсеевич Никифоров,2024,Платная,62,8.2,144.0,Экономика,"с. Октябрьский (Башк.), ул. Гоголя, д. 99, 720428",8 (990) 185-83-88
Маргарита Святославовна Орлова,2021,Целевая,30,7.0,100.0,Медицина,"с. Нягань, пер. Сельский, д. 932 стр. 86, 706401",+7 (244) 736-69-47
Евдокия Филипповна Матвеева,2024,Бюджет,60,9.3,153.0,Экономика,"п. Пышма, бул. Кольцова, д. 9, 446259",8 728 214 2049
Марина Петровна Фролова,2024,Бюджет,57,7.9,136.0,Менеджмент,"г. Городовиковск, пер. Ивановский, д. 8 к. 6, 566293",8 661 783 30 26
Агафья Филипповна Семенова,2024,Бюджет,47,7.4,121.0,Психология,"клх Магнитогорск, ул. Новгородская, д. 2 стр. 9/3, 502042",+7 (873) 655-58-71
Валерия Валентиновна Фокина,2023,Целевая,55,7.6,131.0,Психология,"ст. Тайшет, наб. Красная, д. 9 к. 8/3, 135641",8 458 064 44 59
Прасковья Валентиновна Фомичева,2022,Платная,55,8.9,144.0,Информатика и вычислительная техника,"п. Истра, алл. Щербакова, д. 4, 835489",8 905 098 41 25
Кудряшова Зоя Макаровна,2022,Платная,44,6.3,107.0,Информатика и вычислительная техника,"г. Ижевск, бул. Калужский, д. 900 к. 1/6, 157360",+7 (732) 017-90-25
Устинов Артем Власович,2025,Бюджет,67,6.6,133.0,Медицина,"п. Фатеж, пр. Проезжий, д. 4/9, 830378",8 162 120 3315
Александра Юрьевна Субботина,2023,Платная,48,10.0,148.0,Психология,"п. Новый Уренгой, ш. Октябрьское, д. 2 к. 7/2, 265403",8 (303) 771-1871
Авксентий Архипович Лихачев,2024,Целевая,46,8.6,132.0,Информатика и вычислительная техника,"к. Ноглики, ул. Февральская, д. 5, 778570",88080395594
